id_registro,convocatoria,expediente,ambito,razon_social,nif,titulo_proyecto,puntuacion,estado_en_fuente,subvencion_eur,solicitado_eur,relacion,motivo_sector,nota_revision,fuentes
sector:2022:AEI-010500-2022-79,2022,AEI-010500-2022-79,Transporte y distribución,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),G66028978,Diseño y desarrollo de nuevo sistema de transporte aéreo de materiales en la industria de la automoción mediante UAS,58.05,concedida_segun_listado,157671.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""2""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/Listado_definitivo_ayudas_concedidas_AEI2022PGE_Portal%20Ayudas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""1""}]"
sector:2022:AEI-010500-2022-85,2022,AEI-010500-2022-85,Transporte y distribución,CENTRO DE INNOVACIÓN TECNOLÓGICA PARA LA LOGÍSTICA Y EL TRANSPORTE DE MERCANCÍAS POR CARRETERA (CITET),G85321883,"Microhubs 4.0 STG 02: Plataforma Orquestadora para la Distribución Urbana de Mercancía Conectada, Interoperable, Colaborativa y Sostenible",56.18,concedida_segun_listado,183169.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""2""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/Listado_definitivo_ayudas_concedidas_AEI2022PGE_Portal%20Ayudas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""2""}]"
sector:2022:AEI-010500-2022-90,2022,AEI-010500-2022-90,Transporte y distribución,"CLUSTER DE EMPRESAS DE TECNOLOGÍAS DE LA INFORMACIÓN, ELECTRÓNICA Y TELECOMUNICACIONES DE ARAGÓN (TECNARA)",G99311086,"OPTIWASTE, MOTOR DE IA, DEEP LEARNING Y MACHINE LEARNING PARA LA OPTIMIZACIÓN LOGÍSTICA EN RESIDUOS",55.75,concedida_segun_listado,225912.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""2""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/Listado_definitivo_ayudas_concedidas_AEI2022PGE_Portal%20Ayudas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""2""}]"
sector:2022:AEI-010500-2022-29,2022,AEI-010500-2022-29,Transporte y distribución,"ASOCIACIÓN IBÉRICA DE GAS NATURAL, HIDRÓGENO Y GAS RENOVABLE PARA LA MOVILIDAD (GASNAM)",G86693074,MODELOS DE CONOCIMIENTO 4.0 APLICADOS A LA CADENA LOGÍSTICA DE TRANSPORTE MARITÍMO DE HIDROGENO (HYDROMAR),54.62,concedida_segun_listado,159337.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""3""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/Listado_definitivo_ayudas_concedidas_AEI2022PGE_Portal%20Ayudas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""2""}]"
sector:2022:AEI-010500-2022-53,2022,AEI-010500-2022-53,Transporte y distribución,ASSOCIACIÓ CLÚSTER DEL PACKAGING,G65920035,TREACABLE PACK. Contenedores flexibles trazables.,54.53,concedida_segun_listado,91227.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""3""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/Listado_definitivo_ayudas_concedidas_AEI2022PGE_Portal%20Ayudas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""2""}]"
sector:2022:AEI-010500-2022-64,2022,AEI-010500-2022-64,Transporte y distribución,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),,"Diseño y desarrollo de una plataforma de gestión logística con tecnologías de tratamiento masivo de datos e Inteligencia Artificial para la asignación automática, gestión y trazabilidad de ordenes de trabajo en protocolos e-CMR del Sector Automoción",,propuesta_desestimada_puntuacion,,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_denegadas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""2""}]"
sector:2022:AEI-010500-2022-91,2022,AEI-010500-2022-91,Transporte y distribución,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),,DISEÑO Y DESARROLLO DE UN SISTEMA DE CARGA Y DESCARGA AUTOMÁTICO DE CAMIONES EN UN ENTORNO DE SUMINISTROS JIT,50.05,lista_espera_sin_concesion,,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022/Documents/AEI_2022_Listado_provisional_ayudas_lista%20espera.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""2""}]"
sector:2018:AEI-010500-2018-50,2018,AEI-010500-2018-50,Transporte y distribución,ASSOCIACIÓ CATALANA DINNOVACIÓ DEL SECTOR CARNI PORCÍ INNOVACC,G17995978,d2-18 Trazabilidad en BLOCKCHAIN para el transporte de animales vivos y sacrificio,68.3,concedida_segun_listado,59700.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 2}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""1""}]"
sector:2018:AEI-010500-2018-107,2018,AEI-010500-2018-107,Transporte y distribución,ASSOCIACIÓ CATALANA DINNOVACIÓ DEL SECTOR CARNI PORCÍ INNOVACC,G17995978,d3-18 Diseño de un robot para empuje y arrastre de jaulas de transporte de embutidos guiados a traves de un sistema de railes aéreos,66.7,concedida_segun_listado,38015.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 2}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""2""}]"
sector:2018:AEI-010600-2018-78,2018,AEI-010600-2018-78,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,ESTUDIO DE MEJORA DE RUTAS DE PAQUETERÍA DEFICITARIA A TRAVÉS DE LA PUESTA EN MARCHA DE TECNOLOGÍAS 4.0 QUE AGLUTINE CARGA Y MASA CRÍTICA (SINERPAQ),62.49,concedida_segun_listado,52975.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 4}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""3""}]"
sector:2018:AEI-010400-2018-97,2018,AEI-010400-2018-97,Transporte y distribución,CLUSTER DE MOVILIDAD Y LOGÍSTICA DE EUSKADI,G01387414,OptiDUM - Herramienta para la optimización de los procesos de distribución de última milla,59.0,concedida_segun_listado,7741.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 7}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""4""}]"
sector:2018:AEI-010500-2018-79,2018,AEI-010500-2018-79,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,SISTEMA DE TRAZABILIDAD DE CONTENEDORES MARÍTIMOS BASADO EN TECNOLOGÍA IOT,58.16,concedida_segun_listado,74697.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 7}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""4""}]"
sector:2018:AEI-010500-2018-118,2018,AEI-010500-2018-118,Transporte y distribución,ASOCIACION CLUSTER DE AUTOMOCIÓN DE ARAGÓN,G99252918,Inlogic 4.0 - Evaluación e implementación de tecnologías 4.0 para gestión inteligente de logística interna,57.26,concedida_segun_listado,101270.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 8}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2018:AEI-010600-2018-90,2018,AEI-010600-2018-90,Transporte y distribución,ASOCIACION AERONAUTICA ARAGONESA,G99171951,Estudio de viabilidad para la robotización y automatización de nuevo servicio de transporte farmacéutico mediante aeronaves pilotadas remotamente.(PHARMADRON),57.13,concedida_segun_listado,57238.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 8}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2018:AEI-010600-2018-76,2018,AEI-010600-2018-76,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,Integración de la información en una cadena logística de suministro,55.55,concedida_segun_listado,54108.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 10}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2018:AEI-010600-2018-74,2018,AEI-010600-2018-74,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,Desarrollo de un cuadro de mando inteligente aplicado a logística de gran consumo,55.0,concedida_segun_listado,45902.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 11}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2018:AEI-010300-2018-103,2018,AEI-010300-2018-103,Transporte y distribución,CLUSTER DE MOVILIDAD Y LOGÍSTICA DE EUSKADI,G01387414,Hacia la Logística 4.0,55.0,concedida_segun_listado,8286.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 11}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2018:AEI-010500-2018-77,2018,AEI-010500-2018-77,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,Solución de navegación autónoma para máquinas industriales en centros de distribución,54.35,concedida_segun_listado,53870.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 11}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2018:AEI-010500-2018-227,2018,AEI-010500-2018-227,Transporte y distribución,INOLEO,G23624422,STORE-TIC: DESARROLLO E IMPLEMENTACIÓN DE UNA HERRAMIENTA PARA LA AUTOMATIZACIÓNDE LA GESTIÓN DE LOS ALMACENES Y MUESTRAS DE ACEITE Y ACCESO A LA INFORMACIÓN EN LA NUBE,51.0,concedida_segun_listado,17534.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 16}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""9""}]"
sector:2018:AEI-010500-2018-181,2018,AEI-010500-2018-181,Transporte y distribución,ASOCIACIÓN CLÚSTER GRANADA PLAZA TECNOLÓGICA Y BIOTECNOLÓGICA,G19532209,EDITORIAL 4.0 - Desarrollo de soluciones logísticas en la cadena de valor de empresas editoriales basadas en las tecnologías Big Data y Cloud Computing,50.5,concedida_segun_listado,52615.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 17}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""10""}]"
sector:2018:AEI-010400-2018-84,2018,AEI-010400-2018-84,Transporte y distribución,CLÚSTER DE MOVILIDAD Y LOGÍSTICA DE EUSKADI,G01387414,SCLM 4.0: SOLUCIONES CONJUNTAS PARA LA LOGÍSTICA Y MOVILIDAD 4.0,50.5,concedida_segun_listado,8993.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 18}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2018/Documents/Listado_definitivo_ayudas_concedidas_AEI_2018.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""10""}]"
sector:2022b:AEI-010500-2022b-255,2022b,AEI-010500-2022b-255,Transporte y distribución,"FEELING INNOVATION BY STANPA, ASOCIACION PARA LA INNOVACION EN PERFUME,COSMETICA Y CUIDADO PERSONAL",G02865541,"ECOSMARTPACK 4,0, Fase PILOTO: Envase circular reutilizable trazado y conectando fábrica, distribución, logística y consumidor para productos de cosmética, cuidado personal e higiene",59.88,concedida_segun_listado,261258.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 3}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""7""}]"
sector:2022b:AEI-010500-2022b-46,2022b,AEI-010500-2022b-46,Transporte y distribución,ASSOCIACIÓ CLUSTER DIGITAL DE CATALUNYA,G66505751,NALARGA: NAvegación a LARGA distancia: transporte de mercancías con drones,59.07,concedida_segun_listado,149675.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 4}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""11""}]"
sector:2022b:AEI-010500-2022b-261,2022b,AEI-010500-2022b-261,Transporte y distribución,ASOCIACION LOGISTICA INNOVADORA DE ARAGON,G99299299,"PREDICTRAIL, OPTIMIZACIÓN DE RUTAS FERROVIARIAS Y TIEMPOS DE CONDUCCIÓN INTEGRANDO LA PREVISÓN DE LA DEMANDA DE CEREAL CON IA",58.99,concedida_segun_listado,89423.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 4}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""8""}]"
sector:2022b:AEI-010500-2022b-193,2022b,AEI-010500-2022b-193,Transporte y distribución,ASOCIACIÓN CLUSTER DE LA SALUD DE ARAGÓN,G99374050,PHARMAINTEGRA Fase II: transformación digital y sostenible de la cadena de suministro farmacéutica,58.46,concedida_segun_listado,273827.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 5}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2022b:AEI-010500-2022b-190,2022b,AEI-010500-2022b-190,Transporte y distribución,FUNDACIÓN CLUSTER DE EMPRESAS DE AUTOMOCIÓN DE GALICIA (CEAGA),G36983575,"DATA LOGISTICS, Big Data y Business Intelligence para aumentar la sincronización de la Supply Chain,",58.37,concedida_segun_listado,189754.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 5}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2022b:AEI-010500-2022b-143,2022b,AEI-010500-2022b-143,Transporte y distribución,ASOCIACION AERONAUTICA ARAGONESA,G99171951,"Logística sostenible a farmacias y movilidad inteligente con robots aéreos autónomos, UAS/Drones PHARMADRON ETAPA 2",57.91,concedida_segun_listado,52510.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 7}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""3""}]"
sector:2022b:AEI-010500-2022b-138,2022b,AEI-010500-2022b-138,Transporte y distribución,"CLUSTER DE FABRICACION AVANZADA DE LA INDUSTRIA DEL METAL DE ASTURIAS, METAINDUSTRY4",G52544392,"NIBLO: INVESTIGACIÓN DE SOLUCIONES BASADAS EN TECNOLOGÍA LIDAR, INTELIGENCIA ARTIFICIAL Y BLOCKCHAIN PARA SU APLICACIÓN EN TRAZABILIDAD Y LOGÍSTICA EN PLANTA",56.47,concedida_segun_listado,322156.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 9}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""3""}]"
sector:2022b:AEI-010500-2022b-123,2022b,AEI-010500-2022b-123,Transporte y distribución,ASOCIACION LOGISTICA INNOVADORA DE ARAGON,G99299299,"DIGITAIL, Transformación sostenible y digital mediante IA de todos los procesos intralogísticos de cadenas de suministro con baja digitalización,",53.88,concedida_segun_listado,97693.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 16}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""2""}]"
sector:2022b:AEI-010500-2022b-279,2022b,AEI-010500-2022b-279,Transporte y distribución,ASSOCIACIO CLUSTER DE LA INDUSTRIA D AUTOMOCIO DE CATALUNYA,G66028978,DISEÑO Y DESARROLLO DE UN SISTEMA DE GESTION AUTONOMO DE CONTENEDORES EN UN ENTORNO DE SUMINISTROS JIT,53.36,concedida_segun_listado,183945.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 19}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""9""}]"
sector:2022b:AEI-010500-2022b-286,2022b,AEI-010500-2022b-286,Transporte y distribución,CENTRO DE INNOVACIÓN TECNOLÓGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCÍAS POR CARRETERA - CITET,G85321883,GeoTrack (Trazabilidad física y concepto geoblockchain para la mejora de los procesos logísticos y de transporte aplicados al Transporte de Mercancías),52.38,concedida_segun_listado,181158.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo: título y entidad"", ""pagina"": 25}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2022b/Documents/AEI_2022b_Listado_definitivo_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""9""}]"
