expediente,nif,razon_social,titulo_proyecto,coste_total_original,solicitado_original,subvencionable_original,subvencion_original,comunidad_autonoma,puntuacion_o_motivo,coste_total_eur,solicitado_eur,subvencionable_eur,subvencion_columna_fuente_eur,id_registro,anio_convocatoria,estado_en_fuente,puntuacion,motivo,moneda,fuente_url,pagina_fuente,fila_pagina,fuente_sha256,fecha_consulta,observaciones
AEI-010500-2026-45,G47702287,CLÚSTER DE HÁBITAT EFICIENTE (AEICE),AERIA _Análisis de Edificabilidad y Remonta para la Intensificación del Hábitat,"297.553,00 €","238.039,00 €","297.553,00 €","238.039,00 €",Castilla y León,"61,96",297553.00,238039.00,297553.00,238039.00,AEI-2026-010500-2026-45,2026,lista_espera_sin_concesion,61.96,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,2,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-109,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Plataforma integral para la gestión unificada de operaciones portuarias críticas, emergencias y simulacros, con trazabilidad completa, cumplimiento normativo y mejora?continua?basada en datos, ""PORT-RESCUE 360""","307.586,00 €","184.550,00 €","307.586,00 €","184.550,00 €",Andalucía,"61,83",307586.00,184550.00,307586.00,184550.00,AEI-2026-010500-2026-109,2026,lista_espera_sin_concesion,61.83,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,3,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-137,G65920035,ASSOCIACIÓ CLUSTER DEL PACKAGING,ReACTIVA. Innovación en la Reutilización de Envases para el Futuro Circular del Retail,"332.870,00 €","249.801,00 €","332.870,00 €","249.801,00 €",Cataluña,"61,45",332870.00,249801.00,332870.00,249801.00,AEI-2026-010500-2026-137,2026,lista_espera_sin_concesion,61.45,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,4,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-150,G99539363,CLUSTER ESPAÑOL DE PRODUCTORES DE GANADO PORCINO,Investigación industrial para detección temprana de caudofagia en porcino mediante integración multimodal de biomarcadores de estrés e IA comportamental (CAUDASENSE),"212.557,00 €","158.194,00 €","212.557,00 €","158.194,00 €",Aragón,"61,34",212557.00,158194.00,212557.00,158194.00,AEI-2026-010500-2026-150,2026,lista_espera_sin_concesion,61.34,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,5,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-83,G47702287,CLÚSTER DE HÁBITAT EFICIENTE (AEICE),RECOP_ Sistema avanzado de apoyo a la decisión para la reducción de vulnerabilidades y recuperación operativa de infraestructuras viarias,"329.568,00 €","249.896,00 €","280.087,00 €","210.312,00 €",Castilla y León,"61,29",329568.00,249896.00,280087.00,210312.00,AEI-2026-010500-2026-83,2026,lista_espera_sin_concesion,61.29,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,6,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-12,G93341170,ASOCIACIÓN EMPRESARIAL MULTISECTORIAL INNOVADORA PARA LAS CIUDADES INTELIGENTES (CLUSTER ANDALUCÍA SMART CITY),CAMPUS DIGITAL TWIN - Plataforma Inteligente de Gestión de Activos Complejos,"305.562,00 €","244.448,00 €","157.774,00 €","126.218,00 €",Andalucía,"61,09",305562.00,244448.00,157774.00,126218.00,AEI-2026-010500-2026-12,2026,lista_espera_sin_concesion,61.09,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,7,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-1,G97857692,ASOC. CLUSTER DE ENVASE Y EMBALAJE COM. VALENCIANA,"VISIONPACK. Desarrollo de un sistema inteligente para la gestión en tiempo real de almacenes, basado en visión artificial e IA, que optimiza la trazabilidad y gestión de envases terciarios, la volumetría de la carga y la sostenibilidad en logística","222.489,00 €","176.375,00 €","222.489,00 €","176.375,00 €",Comunitat Valenciana,"61,02",222489.00,176375.00,222489.00,176375.00,AEI-2026-010500-2026-1,2026,lista_espera_sin_concesion,61.02,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,8,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-63,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),AUTODELIVERY: Investigación de Nuevos Modelos Operativos y Tecnologías de Conducción Autónoma para la Transformación Integral y Sostenible de la Cadena de Suministro de Última Milla,"268.717,00 €","199.653,00 €","268.717,00 €","199.653,00 €",Aragón,"60,92",268717.00,199653.00,268717.00,199653.00,AEI-2026-010500-2026-63,2026,lista_espera_sin_concesion,60.92,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,9,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-87,G22943468,ASOCIACIÓN CLUSTER EMPRESARIAL PARA LA INNOVACIÓN DE LAS EMPRESAS QUÍMICAS Y PLÁSTICOS DE ARAGÓN,Investigación de casos de uso de robótica automatizada para la manipulación en operaciones logísticas en la industria química,"310.768,00 €","222.444,00 €","310.768,00 €","222.444,00 €",Aragón,"60,59",310768.00,222444.00,310768.00,222444.00,AEI-2026-010500-2026-87,2026,lista_espera_sin_concesion,60.59,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,10,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-9,G36983575,FUNDACIÓN CLUSTER DE AUTOMOCIÓN Y MOVILIDAD DE GALICIA (CEAGA),SmartDailyAI: Sistema inteligente para la gestión operativa y resolución de problemas mediante IA,"299.456,00 €","129.106,00 €","299.456,00 €","129.106,00 €",Galicia,"60,52",299456.00,129106.00,299456.00,129106.00,AEI-2026-010500-2026-9,2026,lista_espera_sin_concesion,60.52,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,11,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-69,G64935851,ASSOCIACIO CLUSTER DE L'ENERGIA EFICIENT DE CATALUNYA,NEXODATA Plataforma de conexión inteligente entre datos industriales y servicios energéticos.,"298.742,00 €","238.991,00 €","298.742,00 €","238.991,00 €",Cataluña,"60,49",298742.00,238991.00,298742.00,238991.00,AEI-2026-010500-2026-69,2026,lista_espera_sin_concesion,60.49,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,12,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-7,G66522269,ASSOCIACIÓ CLÚSTER DE MATERIALS AVANÇATS DE CATALUNYA,MIOWEAR: Plataforma digital wearable no invasiva para el seguimiento de la carga fisiológica del deportista,"330.614,00 €","244.749,00 €","318.254,00 €","234.933,00 €",Cataluña,"60,48",330614.00,244749.00,318254.00,234933.00,AEI-2026-010500-2026-7,2026,lista_espera_sin_concesion,60.48,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,13,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-143,G99374050,ASOCIACIÓN CLUSTER DE LA SALUD DE ARAGÓN,DEEP SPACE: Vigilancia de la Salud Pública e investigación del impacto de resistencias antimicrobianas y patógenos emergentes en España mediante un espacio de datos de sanidad animal con perspectiva One Health,"231.643,00 €","173.244,00 €","186.081,00 €","143.629,00 €",Aragón,"60,46",231643.00,173244.00,186081.00,143629.00,AEI-2026-010500-2026-143,2026,lista_espera_sin_concesion,60.46,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,14,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-22,G65103905,SOUTHERN EUROPEAN CLUSTER IN PHOTONICS & OPTICS (SECPHO),SISTDECARD: Sistema IoMT ergonómico para monitorización hemodinámica y respiratoria no invasiva en la detección temprana de pacientes con insuficiencia cardíaca congestiva bajo norma MDR,"273.985,00 €","219.187,00 €","163.054,00 €","130.442,00 €",Cataluña,"60,36",273985.00,219187.00,163054.00,130442.00,AEI-2026-010500-2026-22,2026,lista_espera_sin_concesion,60.36,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,15,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-43,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),"PHARMASYNC: Sistema inteligente de validación, optimización y automatización de la logística farmacéutica mediante IA","308.148,00 €","224.626,00 €","308.148,00 €","224.626,00 €",Aragón,"60,31",308148.00,224626.00,308148.00,224626.00,AEI-2026-010500-2026-43,2026,lista_espera_sin_concesion,60.31,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,16,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-61,G47702287,CLÚSTER DE HÁBITAT EFICIENTE (AEICE),ARCA. Activos en Red de Confianza y Autonomía,"315.751,00 €","249.949,00 €","315.751,00 €","249.949,00 €",Castilla y León,"60,21",315751.00,249949.00,315751.00,249949.00,AEI-2026-010500-2026-61,2026,lista_espera_sin_concesion,60.21,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,17,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010200-2026-1,G75968388,Asociación Clúster Industrial de la Construcción de Aragón,Puesta en marcha y desarrollo de las estructuras de coordinación y gestión de CICA - Clúster Industrial de la Construcción de Aragón.,"29.982,00 €","14.991,00 €","29.982,00 €","14.991,00 €",Aragón,"60,20",29982.00,14991.00,29982.00,14991.00,AEI-2026-010200-2026-1,2026,lista_espera_sin_concesion,60.2,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,1,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-134,G66028978,ASSOCIACIO CLUSTER DE LA INDUSTRIA D'AUTOMOCIO DE CATALUNYA (CIAC),Robótica humanoide colaborativa para la autonomía estratégica de las operaciones logísticas en la industria,"359.051,00 €","209.920,00 €","204.368,00 €","111.603,00 €",Cataluña,"59,79",359051.00,209920.00,204368.00,111603.00,AEI-2026-010500-2026-134,2026,lista_espera_sin_concesion,59.79,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,2,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-6,G39605605,ASOCIACIÓN FORO DE AUTOMOCIÓN DE CANTABRIA GRUPO DE INICIATIVAS REGIONALES DE AUTOMOCIÓN GIRA,"SMART-MOLD ""Plataforma flexible de detección adaptativa de anomalías en procesos de inyección plástica para tiradas cortas sin histórico de defectos""","154.782,00 €","77.390,00 €","154.782,00 €","77.390,00 €",Cantabria,"59,57",154782.00,77390.00,154782.00,77390.00,AEI-2026-010500-2026-6,2026,lista_espera_sin_concesion,59.57,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,3,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-17,G93341170,ASOCIACIÓN EMPRESARIAL MULTISECTORIAL INNOVADORA PARA LAS CIUDADES INTELIGENTES (CLUSTER ANDALUCÍA SMART CITY),MANTRA - Investigación sobre MANtenimiento y Telemetría para la Resiliencia de Activos en flotas de servicio público,"235.217,00 €","177.379,00 €","235.217,00 €","177.379,00 €",Andalucía,"59,43",235217.00,177379.00,235217.00,177379.00,AEI-2026-010500-2026-17,2026,lista_espera_sin_concesion,59.43,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,4,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-95,G64935851,ASSOCIACIO CLUSTER DE L'ENERGIA EFICIENT DE CATALUNYA,INERSIA+: INteligencia EneRgética para Sistemas y áreas Industriales de Autoconsumo colectivo con almacenamiento,"362.586,00 €","217.549,00 €","362.586,00 €","217.549,00 €",Cataluña,"59,43",362586.00,217549.00,362586.00,217549.00,AEI-2026-010500-2026-95,2026,lista_espera_sin_concesion,59.43,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,5,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-154,G32290439,CLUSTER DE LA MADERA DE GALICIA,SAFEWOOD: Proyecto colaborativo de investigación y desarrollo orientado a mejorar la seguridad laboral en el entorno forestal mediante la aplicación de tecnologías habilitadoras de la industria 4.0,"232.145,00 €","182.706,00 €","232.145,00 €","133.268,00 €",Galicia,"59,32",232145.00,182706.00,232145.00,133268.00,AEI-2026-010500-2026-154,2026,lista_espera_sin_concesion,59.32,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,6,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-129,G33906462,ASOCIACION CLUSTER DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION DE ASTURIAS,QUANTUM CHECK - Modelos cuánticos para la inspección automática de defectos industriales,"269.540,00 €","208.978,00 €","269.540,00 €","208.978,00 €","Asturias, Principado de","59,10",269540.00,208978.00,269540.00,208978.00,AEI-2026-010500-2026-129,2026,lista_espera_sin_concesion,59.1,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,7,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-132,G48763858,ASOCIACIÓN CLUSTER DE INDUSTRIAS DE MEDIO AMBIENTE DE EUSKADI (ACLIMA),"FLOC-AIR PILOT -Desarrollo y validación de una planta piloto modular para la optimización físico- química de residuos líquidos y lodos mediante módulos de mezcla, aireación y agitación de alta eficiencia","249.220,00 €","124.610,00 €","249.220,00 €","124.610,00 €",País Vasco,"59,09",249220.00,124610.00,249220.00,124610.00,AEI-2026-010500-2026-132,2026,lista_espera_sin_concesion,59.09,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,8,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-86,G65270035,"CLÚSTER DE LAS TECNOLOGÍAS INTELIGENTES PARA LAS CIUDADES, LOS EDIFICIOS Y LA INDUSTRIA (SMARTECH CLUSTER)","SHERLOCK-DT: Semantic Hybrid Engine for Robotic Line Observation, Comparison and Knowledge in Digital Twins","258.857,00 €","200.565,00 €","258.857,00 €","200.565,00 €",Cataluña,"58,83",258857.00,200565.00,258857.00,200565.00,AEI-2026-010500-2026-86,2026,lista_espera_sin_concesion,58.83,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,9,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-46,G10712180,ASOCIACIÓN CLUSTER EPI'S SALUD,PARQUE INDUSTRIAL VIRTUAL PARA LA INDEPENDENCIA ESTRATÉGICA DEL SECTOR DE EQUIPOS DE PROTECCIÓN INDIVIDUAL Y PRODUCTOS SANITARIOS,"181.836,00 €","142.294,00 €","181.836,00 €","142.294,00 €","Asturias, Principado de","58,63",181836.00,142294.00,181836.00,142294.00,AEI-2026-010500-2026-46,2026,lista_espera_sin_concesion,58.63,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,10,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-90,G47708177,CLUSTER SOLUCIONES INNOVADORAS PARA LA VIDA INDEPENDIENTE (SIVI),"BioTex: Investigación de soluciones textiles inteligentes, para monitorización biomecánica distribuida, aplicada a rehabilitación, actividad física, salud laboral y protección","228.985,00 €","169.120,00 €","198.816,00 €","144.986,00 €",Castilla y León,"58,43",228985.00,169120.00,198816.00,144986.00,AEI-2026-010500-2026-90,2026,lista_espera_sin_concesion,58.43,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,11,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-15,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Plataforma inteligente basada en IA para la vigilancia y control autónomo de mosquitos en entornos urbanos, ""SMARTTRAP""","354.209,00 €","179.651,00 €","354.209,00 €","179.651,00 €",Andalucía,"58,18",354209.00,179651.00,354209.00,179651.00,AEI-2026-010500-2026-15,2026,lista_espera_sin_concesion,58.18,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,12,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-40,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),URBANLOG: Estrategias Digitales y Tecnológicas para la Integración de Logística Aérea Sostenible en Última Milla,"318.498,00 €","247.589,00 €","318.498,00 €","247.589,00 €",Aragón,"58,13",318498.00,247589.00,318498.00,247589.00,AEI-2026-010500-2026-40,2026,lista_espera_sin_concesion,58.13,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,13,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-25,G64862717,ASOCIACIÓN CATALANA PARA LA INNOVACIÓN Y LA INTERNACIONALIZACIÓN DEL SECTOR DEL AGUA (CATALAN WATER PARTNERSHIP),Desarrollo de una solución digital para la predicción temprana de inundaciones a partir de datos de precipitación - FLOODCAST AI,"310.637,00 €","155.317,00 €","310.637,00 €","155.317,00 €",Cataluña,"57,97",310637.00,155317.00,310637.00,155317.00,AEI-2026-010500-2026-25,2026,lista_espera_sin_concesion,57.97,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,14,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-24,G66522269,ASSOCIACIÓ CLÚSTER DE MATERIALS AVANÇATS DE CATALUNYA,Building ReValue: Herramienta de cribado temprano del potencial circular en procesos de renovación de edificios orientada a la reducción del carbono embebido,"242.210,00 €","185.789,00 €","242.210,00 €","185.789,00 €",Cataluña,"57,96",242210.00,185789.00,242210.00,185789.00,AEI-2026-010500-2026-24,2026,lista_espera_sin_concesion,57.96,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,3,15,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-23,G64862717,ASOCIACIÓN CATALANA PARA LA INNOVACIÓN Y LA INTERNACIONALIZACIÓN DEL SECTOR DEL AGUA (CATALAN WATER PARTNERSHIP),REHABSANEA: Herramienta Inteligente para la Predicción y Avaluación de Infraestructuras de Saneamiento,"311.972,00 €","162.557,00 €","311.972,00 €","162.557,00 €",Cataluña,"57,75",311972.00,162557.00,311972.00,162557.00,AEI-2026-010500-2026-23,2026,lista_espera_sin_concesion,57.75,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,1,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-124,G19532209,"CLUSTER DE EMPRESAS DIGITALES, SOSTENIBLES E INDUSTRIAS INNOVADORAS (ONTECH INNOVATION)","Plataforma Inteligente para la Detección Temprana de Complicaciones en Aneurismas mediante IA y Espacios de Datos Sanitarios, ""AURORA""","317.304,00 €","249.995,00 €","317.304,00 €","249.995,00 €",Andalucía,"57,70",317304.00,249995.00,317304.00,249995.00,AEI-2026-010500-2026-124,2026,lista_espera_sin_concesion,57.7,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,2,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-107,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),HYDRA: Investigación de una arquitectura híbrida de descarbonización y recuperación circular de CO2 en el transporte pesado,"332.321,00 €","248.055,00 €","332.321,00 €","248.055,00 €",Aragón,"57,56",332321.00,248055.00,332321.00,248055.00,AEI-2026-010500-2026-107,2026,lista_espera_sin_concesion,57.56,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,3,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-5,G28073641,CONSORCIO NACIONAL DE INDUSTRIALES DEL CAUCHO,Investigación de nueva metodología para medir densidad en perfiles de aislamiento espumados para automoción en un entorno digital mediante visión artificial y software basado en redes neuronales- IA,"322.133,00 €","249.929,00 €","322.133,00 €","249.929,00 €",Comunidad de Madrid,"57,42",322133.00,249929.00,322133.00,249929.00,AEI-2026-010500-2026-5,2026,lista_espera_sin_concesion,57.42,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,4,4,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
