id;comunidad;provincia;territorio;municipio;ambito;prioritario;aplica_auto;requiere_revision;exclusiones;notas;fuente_url
comunitat-valenciana-alicante-pinos-el-pinoso;Comunitat Valenciana;Alicante;Alicante;Pinós, el/Pinoso;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-planes;Comunitat Valenciana;Alicante;Alicante;Planes;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-poble-nou-de-benitatxell-el-benitachell;Comunitat Valenciana;Alicante;Alicante;Poble Nou de Benitatxell, el/Benitachell;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-poblets-els;Comunitat Valenciana;Alicante;Alicante;Poblets, els;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-polop;Comunitat Valenciana;Alicante;Alicante;Polop;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-quatretondeta;Comunitat Valenciana;Alicante;Alicante;Quatretondeta;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-rafal;Comunitat Valenciana;Alicante;Alicante;Rafal;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-rafol-d-almunia-el;Comunitat Valenciana;Alicante;Alicante;Ràfol d'Almúnia, el;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-redovan;Comunitat Valenciana;Alicante;Alicante;Redován;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-relleu;Comunitat Valenciana;Alicante;Alicante;Relleu;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-rojales;Comunitat Valenciana;Alicante;Alicante;Rojales;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-romana-la;Comunitat Valenciana;Alicante;Alicante;Romana, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-sagra;Comunitat Valenciana;Alicante;Alicante;Sagra;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-salinas;Comunitat Valenciana;Alicante;Alicante;Salinas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-san-fulgencio;Comunitat Valenciana;Alicante;Alicante;San Fulgencio;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-san-isidro;Comunitat Valenciana;Alicante;Alicante;San Isidro;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-san-miguel-de-salinas;Comunitat Valenciana;Alicante;Alicante;San Miguel de Salinas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-sanet-y-negrals;Comunitat Valenciana;Alicante;Alicante;Sanet y Negrals;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-sant-joan-d-alacant;Comunitat Valenciana;Alicante;Alicante;Sant Joan d'Alacant;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-sant-vicent-del-raspeig-san-vicente-del-raspeig;Comunitat Valenciana;Alicante;Alicante;Sant Vicent del Raspeig/San Vicente del Raspeig;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-santa-pola;Comunitat Valenciana;Alicante;Alicante;Santa Pola;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-sax;Comunitat Valenciana;Alicante;Alicante;Sax;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-sella;Comunitat Valenciana;Alicante;Alicante;Sella;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-senija;Comunitat Valenciana;Alicante;Alicante;Senija;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-tarbena;Comunitat Valenciana;Alicante;Alicante;Tàrbena;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-teulada;Comunitat Valenciana;Alicante;Alicante;Teulada;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-tibi;Comunitat Valenciana;Alicante;Alicante;Tibi;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-tollos;Comunitat Valenciana;Alicante;Alicante;Tollos;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-tormos;Comunitat Valenciana;Alicante;Alicante;Tormos;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-torre-de-les-macanes-la-torremanzanas;Comunitat Valenciana;Alicante;Alicante;Torre de les Maçanes, la/Torremanzanas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-torrevieja;Comunitat Valenciana;Alicante;Alicante;Torrevieja;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-vall-d-alcala-la;Comunitat Valenciana;Alicante;Alicante;Vall d'Alcalà, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-vall-d-ebo-la;Comunitat Valenciana;Alicante;Alicante;Vall d'Ebo, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-vall-de-gallinera;Comunitat Valenciana;Alicante;Alicante;Vall de Gallinera;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-vall-de-laguar-la;Comunitat Valenciana;Alicante;Alicante;Vall de Laguar, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-verger-el;Comunitat Valenciana;Alicante;Alicante;Verger, el;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-vila-joiosa-la-villajoyosa;Comunitat Valenciana;Alicante;Alicante;Vila Joiosa, la/Villajoyosa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-villena;Comunitat Valenciana;Alicante;Alicante;Villena;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-xalo;Comunitat Valenciana;Alicante;Alicante;Xaló;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-alicante-xixona-jijona;Comunitat Valenciana;Alicante;Alicante;Xixona/Jijona;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-ain;Comunitat Valenciana;Castellon;Castellon;Aín;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-albocasser;Comunitat Valenciana;Castellon;Castellon;Albocàsser;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-alcala-de-xivert;Comunitat Valenciana;Castellon;Castellon;Alcalà de Xivert;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-alcora-l;Comunitat Valenciana;Castellon;Castellon;Alcora, l';municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-alcudia-de-veo;Comunitat Valenciana;Castellon;Castellon;Alcudia de Veo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-alfondeguilla;Comunitat Valenciana;Castellon;Castellon;Alfondeguilla;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-algimia-de-almonacid;Comunitat Valenciana;Castellon;Castellon;Algimia de Almonacid;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-almedijar;Comunitat Valenciana;Castellon;Castellon;Almedíjar;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-almenara;Comunitat Valenciana;Castellon;Castellon;Almenara;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-alqueries-les-alquerias-del-nino-perdido;Comunitat Valenciana;Castellon;Castellon;Alqueries, les/Alquerías del Niño Perdido;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-altura;Comunitat Valenciana;Castellon;Castellon;Altura;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-aranuel;Comunitat Valenciana;Castellon;Castellon;Arañuel;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-ares-del-maestrat;Comunitat Valenciana;Castellon;Castellon;Ares del Maestrat;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-argelita;Comunitat Valenciana;Castellon;Castellon;Argelita;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-artana;Comunitat Valenciana;Castellon;Castellon;Artana;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-atzeneta-del-maestrat;Comunitat Valenciana;Castellon;Castellon;Atzeneta del Maestrat;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-ayodar;Comunitat Valenciana;Castellon;Castellon;Ayódar;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-azuebar;Comunitat Valenciana;Castellon;Castellon;Azuébar;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-barracas;Comunitat Valenciana;Castellon;Castellon;Barracas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-bejis;Comunitat Valenciana;Castellon;Castellon;Bejís;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-benafer;Comunitat Valenciana;Castellon;Castellon;Benafer;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-benafigos;Comunitat Valenciana;Castellon;Castellon;Benafigos;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-benassal;Comunitat Valenciana;Castellon;Castellon;Benassal;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-benicassim-benicasim;Comunitat Valenciana;Castellon;Castellon;Benicàssim/Benicasim;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-benlloc;Comunitat Valenciana;Castellon;Castellon;Benlloc;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-betxi;Comunitat Valenciana;Castellon;Castellon;Betxí;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-borriol;Comunitat Valenciana;Castellon;Castellon;Borriol;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-cabanes;Comunitat Valenciana;Castellon;Castellon;Cabanes;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-calig;Comunitat Valenciana;Castellon;Castellon;Càlig;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-canet-lo-roig;Comunitat Valenciana;Castellon;Castellon;Canet lo Roig;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-castell-de-cabres;Comunitat Valenciana;Castellon;Castellon;Castell de Cabres;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-castellfort;Comunitat Valenciana;Castellon;Castellon;Castellfort;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-castellnovo;Comunitat Valenciana;Castellon;Castellon;Castellnovo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-castillo-de-villamalefa;Comunitat Valenciana;Castellon;Castellon;Castillo de Villamalefa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-cati;Comunitat Valenciana;Castellon;Castellon;Catí;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-caudiel;Comunitat Valenciana;Castellon;Castellon;Caudiel;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-cervera-del-maestre;Comunitat Valenciana;Castellon;Castellon;Cervera del Maestre;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-chilches-xilxes;Comunitat Valenciana;Castellon;Castellon;Chilches/Xilxes;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-chovar;Comunitat Valenciana;Castellon;Castellon;Chóvar;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-cinctorres;Comunitat Valenciana;Castellon;Castellon;Cinctorres;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-cirat;Comunitat Valenciana;Castellon;Castellon;Cirat;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-cortes-de-arenoso;Comunitat Valenciana;Castellon;Castellon;Cortes de Arenoso;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-costur;Comunitat Valenciana;Castellon;Castellon;Costur;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-coves-de-vinroma-les;Comunitat Valenciana;Castellon;Castellon;Coves de Vinromà, les;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-culla;Comunitat Valenciana;Castellon;Castellon;Culla;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-eslida;Comunitat Valenciana;Castellon;Castellon;Eslida;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-espadilla;Comunitat Valenciana;Castellon;Castellon;Espadilla;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-fanzara;Comunitat Valenciana;Castellon;Castellon;Fanzara;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-figueroles;Comunitat Valenciana;Castellon;Castellon;Figueroles;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-forcall;Comunitat Valenciana;Castellon;Castellon;Forcall;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-fuente-la-reina;Comunitat Valenciana;Castellon;Castellon;Fuente la Reina;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-fuentes-de-ayodar;Comunitat Valenciana;Castellon;Castellon;Fuentes de Ayódar;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-gaibiel;Comunitat Valenciana;Castellon;Castellon;Gaibiel;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-geldo;Comunitat Valenciana;Castellon;Castellon;Geldo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-herbers;Comunitat Valenciana;Castellon;Castellon;Herbers;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-higueras;Comunitat Valenciana;Castellon;Castellon;Higueras;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-jana-la;Comunitat Valenciana;Castellon;Castellon;Jana, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-jerica;Comunitat Valenciana;Castellon;Castellon;Jérica;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-llosa-la;Comunitat Valenciana;Castellon;Castellon;Llosa, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-llucena-lucena-del-cid;Comunitat Valenciana;Castellon;Castellon;Llucena/Lucena del Cid;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-ludiente;Comunitat Valenciana;Castellon;Castellon;Ludiente;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-mata-de-morella-la;Comunitat Valenciana;Castellon;Castellon;Mata de Morella, la;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-matet;Comunitat Valenciana;Castellon;Castellon;Matet;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-moncofa;Comunitat Valenciana;Castellon;Castellon;Moncofa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-montan;Comunitat Valenciana;Castellon;Castellon;Montán;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-montanejos;Comunitat Valenciana;Castellon;Castellon;Montanejos;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-morella;Comunitat Valenciana;Castellon;Castellon;Morella;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-navajas;Comunitat Valenciana;Castellon;Castellon;Navajas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-nules;Comunitat Valenciana;Castellon;Castellon;Nules;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-olocau-del-rey;Comunitat Valenciana;Castellon;Castellon;Olocau del Rey;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
comunitat-valenciana-castellon-onda;Comunitat Valenciana;Castellon;Castellon;Onda;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4478&p=20220727&tn=1
